,Austria_HDD_no_pop_weights_1979_2019.dat,Belgium_HDD_no_pop_weights_1979_2019.dat,Bulgaria_HDD_no_pop_weights_1979_2019.dat,Croatia_HDD_no_pop_weights_1979_2019.dat,Czech_Republic_HDD_no_pop_weights_1979_2019.dat,Denmark_HDD_no_pop_weights_1979_2019.dat,Finland_HDD_no_pop_weights_1979_2019.dat,France_HDD_no_pop_weights_1979_2019.dat,Germany_HDD_no_pop_weights_1979_2019.dat,Greece_HDD_no_pop_weights_1979_2019.dat,Hungary_HDD_no_pop_weights_1979_2019.dat,Ireland_HDD_no_pop_weights_1979_2019.dat,Italy_HDD_no_pop_weights_1979_2019.dat,Latvia_HDD_no_pop_weights_1979_2019.dat,Lithuania_HDD_no_pop_weights_1979_2019.dat,Luxembourg_HDD_no_pop_weights_1979_2019.dat,Montenegro_HDD_no_pop_weights_1979_2019.dat,Netherlands_HDD_no_pop_weights_1979_2019.dat,Norway_HDD_no_pop_weights_1979_2019.dat,Poland_HDD_no_pop_weights_1979_2019.dat,Portugal_HDD_no_pop_weights_1979_2019.dat,Romania_HDD_no_pop_weights_1979_2019.dat,Slovakia_HDD_no_pop_weights_1979_2019.dat,Slovenia_HDD_no_pop_weights_1979_2019.dat,Spain_HDD_no_pop_weights_1979_2019.dat,Sweden_HDD_no_pop_weights_1979_2019.dat,Switzerland_HDD_no_pop_weights_1979_2019.dat,United_Kingdom_HDD_no_pop_weights_1979_2019.dat
1979-01-11,20.09384717753189,14.934225813080596,13.631756158740195,12.092944327365505,18.278952276923334,16.46714647427796,24.87383029686587,13.202455109340317,16.163239981231403,7.5553357706038184,14.561199070311057,13.976597411742578,11.6520944682867,18.373772321583115,19.186456650904887,16.043340162076632,12.239517985104026,14.426088214835312,33.88146026331168,17.80717407622878,5.477304374395477,14.940014514184398,17.29795029724915,16.36348269038805,6.883979556620291,27.26939864977726,21.07381503950582,15.126278631020357
1979-01-12,22.80167858199945,15.29215181088264,10.071051499995917,16.523026127028324,18.4278135249873,16.444100354240238,25.06238288741705,14.753280994909707,16.308118147838396,6.644112306492197,17.71707030602946,15.973180744737263,15.034230398500554,16.377335558910236,16.48689158681627,16.14213057076725,14.446288130176443,13.93369011334329,31.675725094860177,17.753009704931593,5.886892492120845,14.079625854436493,19.588034469137778,20.22781619883653,7.016808710973239,25.3125604664939,22.39000592968422,17.771399933032022
1979-01-13,23.167845794304053,16.241355001708886,14.010028090877068,18.68704531883573,18.81424762860787,18.50771120746028,20.282041898010252,16.84317094686125,17.269979324674136,9.97132042022739,19.381558434801008,15.694886265881092,17.04401268225545,16.05777240126875,18.449159316803232,17.492363377189918,18.80412737522058,14.707855118678765,32.40526619263592,20.588319458118416,7.887724347286939,15.923840603066955,22.43495821701635,22.99491676563565,8.380373437182302,23.170883399102653,23.541201653116403,20.676750008573258
1979-01-14,22.938001064847953,20.876726531429398,17.627400752302897,18.175901421129332,18.829578056699688,18.89089409180402,17.428463387156278,18.465248282653402,18.03627111326925,13.714097423314275,17.269328921225924,8.033319984828484,18.255090339409126,16.92360311265933,18.919249969424314,21.453729600661717,21.146071237616116,16.55067318268018,31.54756517643372,20.091038378700755,7.510891812458947,18.25919559137808,20.458174500070818,23.40069554915221,9.389016314731485,24.18865012289874,25.665630885239473,15.86239464688369
1979-01-15,23.166944764110916,21.916286210564234,19.370641928726165,17.423730104809934,19.577126803155622,19.232387633593255,20.555894375298067,18.12802625450375,20.767407870491738,15.483129810126954,17.695835145198046,6.960319523894325,19.382406533330524,18.670341374267537,17.352956188785956,24.328526326945067,21.747931994701887,20.31110070803203,33.0713290289629,17.964839056353505,6.922561970792673,20.66407515067013,20.13689414674206,21.997485022274855,9.72977665217875,25.795010259845068,28.300709352568713,11.415874165125933
1979-01-16,24.02095993093011,24.582839060803003,20.79924513637376,18.017291652214503,19.26497630646893,20.964452075743377,22.418884400264314,19.36473149877216,21.22609647409307,15.774712802373466,19.977138263401574,10.024739541769684,19.6043448368892,23.111741401057394,22.22730448401726,25.274514280935676,24.200655148211887,21.056170455445027,27.554468271742333,18.16331629777266,7.670041785877039,23.825478217763134,20.84011852536574,21.700964106751087,10.501157874350469,25.528855223174197,29.578193085362592,12.025589531981264
1979-01-17,25.568790481601788,22.526854824602268,18.14451659544329,19.89795469612126,21.767878039386712,18.59651176445659,22.33849286896143,19.456978376600564,20.489458374331758,14.530091849570507,24.85644909166834,14.574988097047624,19.090269839653665,22.775112634395217,21.879035809552775,23.902031757836156,25.934045356291456,20.51815544849019,24.10683031276563,20.39333253834288,8.693543419491615,23.144479684842644,25.433280037024076,22.841085391158323,11.32571976261448,23.98237844746658,28.080266804445976,15.102075278784557
1979-01-18,27.994435375205683,21.163215938889778,16.85883749375646,20.404740925740043,25.33353724208696,17.289595916993516,24.69347324493244,16.643703212138206,21.932045674835024,12.890694613552816,24.311299856326567,12.741913981396369,18.92554003593552,24.74532564135997,23.19830192346398,21.46210449401761,23.995947228603207,18.62137085857229,22.292632484142317,20.849497249869692,6.097219147199292,20.277682856690316,25.699547757538674,23.182290922862872,9.284995002500832,24.7112914663496,27.798745799110637,14.395866981771164
1979-01-19,27.54187994003366,17.908358080001847,18.830769173721364,21.760634229188828,23.9261025895347,17.24693190330596,22.84338512843408,12.701269814410484,21.603943037245756,13.421689778755608,22.635522827016434,14.111681849798172,17.82119451211988,25.954611363021005,24.522716431200376,20.33370219618577,22.39460797059388,18.93071937841043,24.806599231514433,21.40454284741926,6.2515371821462615,20.233632505034066,23.67341133570666,24.659821491018942,6.764718886205573,23.668007408555447,25.220882450210784,14.909052035766893
1979-01-20,25.290585690869086,16.0269896758358,18.829481124279486,20.398883276752866,23.84658598690605,17.767108823787506,23.273994069855306,11.616586414566052,21.166234979770124,12.932376163713677,22.410546670835927,13.288500241622188,14.892112876452606,28.386331098299266,27.448291222371232,18.372768832960745,20.374633692516653,18.537003080434605,28.117043433611286,22.976018019633006,9.72700492627929,19.980229872059052,23.232748058130205,24.339578655342844,10.029983028419586,24.240252896677895,20.420976358079205,13.378590994737227
1979-01-21,20.395030842323173,14.729471475934334,18.713360174955415,15.662622449079388,22.336338280409716,18.275296445461436,28.266064596645755,12.925435266618367,21.133472796727695,12.450236831111727,20.00991873176295,12.186367383292193,12.866761976307133,24.796675127542564,27.379565206757384,15.437097881836891,18.85238991855035,18.213832332234205,28.96901118948627,25.829291256343836,7.503894568227034,20.634939114381545,21.05884685123687,19.686909506380378,9.477898018751668,24.69894382674361,18.721987063685738,14.50733947196151
1979-01-22,19.729527597949925,16.981668491381058,20.445167340598346,13.005156288688202,20.46269005232684,21.196463889286786,26.3070303209133,11.386818327673868,21.796940006925713,11.467858203710659,17.57788443270512,12.971265580655903,10.957443409290915,29.462736159093193,29.281976556085617,17.289740957340697,16.32090461008613,21.311052455733495,29.719609073392945,23.965650889920205,6.763833325342812,21.89271176291762,20.155838349955047,15.718719295729693,7.347195548673644,24.54388946077602,18.701159460047542,15.503809259762702
1979-01-23,17.901187598392568,15.093643921973207,17.655040318042023,10.454302591854788,18.6772859580145,19.997747085981032,31.024145592580304,9.910661232985397,17.46271942477278,10.496957272158909,15.48261391063705,14.265253340579154,9.680079802254568,30.805951547871352,28.660638529696534,14.00582444070173,13.474125070897545,18.924274105291914,30.620965502688648,22.804510890787316,8.512553724175898,18.09702762757199,18.68007047540258,13.333070661726246,7.882829026538336,25.839516420324657,16.503567225140376,16.145143772273173
1979-01-24,16.732840496709372,16.32272896551015,14.152904872337572,9.660810663491887,15.601681490671249,19.711716972953386,33.72447520884941,13.790116752873221,16.45523540391727,8.101708389319011,14.155952482383155,13.59215880427717,9.33509732167974,25.207001835302652,23.394050131128054,16.920453993095663,11.983328264913295,15.994363326720848,31.7798226840323,17.533872803659442,6.793920942213502,16.01166273163665,17.170774138905525,13.709905369366096,8.95170496793827,26.838270099985955,17.836935492214128,16.275224280964675
1979-01-25,19.82323864423673,17.535619770816634,11.966086011004856,11.706276486883887,19.607499045128243,17.506607921541306,34.77012517633706,16.26857104762198,18.467741277668296,6.086858323447814,14.645341355504451,14.082919504187355,9.984573140493847,19.255424960352176,18.831854723753366,19.259840870507475,11.013866925617235,15.282689328916854,34.844363040672235,18.965487200632737,6.010777581261143,13.975865408168724,17.162538688218444,15.46201886079472,8.179890915457221,32.97492707314581,22.74701504480828,16.20789258383505
1979-01-26,21.016776831392,16.084266724259834,9.88921636688615,12.695229340923085,21.34784951260187,19.13489309447726,34.2336776926244,13.740424888713878,18.42413473099748,4.94755202188335,15.104274905481644,14.69404449061335,10.72847695338157,20.045238432447192,20.808573250119117,18.657265210244432,11.364669476116026,15.454558725067981,37.462476833951044,20.52959059773829,5.05695239373485,13.77978337093385,17.061953302384687,16.468641845140898,7.187248331676139,37.04886897376552,21.734792961551378,18.095254064594112
