date,use,demand (TWh)
2020-11-30,"NTS Energy Offtaken, LDZ Offtake Total",2.138488721
2020-11-30,"NTS Energy Offtaken, Powerstations Total",0.62152028
2020-11-29,"NTS Energy Offtaken, Industrial Offtake Total",0.102663201
2020-11-29,"NTS Energy Offtaken, LDZ Offtake Total",1.931331736
2020-11-29,"NTS Energy Offtaken, Powerstations Total",0.747964712
2020-11-28,"NTS Energy Offtaken, Industrial Offtake Total",0.103982373
2020-11-28,"NTS Energy Offtaken, LDZ Offtake Total",2.051795998
2020-11-28,"NTS Energy Offtaken, Powerstations Total",0.761254847
2020-11-27,"NTS Energy Offtaken, Industrial Offtake Total",0.120240613
2020-11-27,"NTS Energy Offtaken, LDZ Offtake Total",2.33771179
2020-11-27,"NTS Energy Offtaken, Powerstations Total",0.86335216
2020-11-26,"NTS Energy Offtaken, Industrial Offtake Total",0.131739344
2020-11-26,"NTS Energy Offtaken, LDZ Offtake Total",2.229585424
2020-11-26,"NTS Energy Offtaken, Powerstations Total",0.932250597
2020-11-25,"NTS Energy Offtaken, Industrial Offtake Total",0.121320873
2020-11-25,"NTS Energy Offtaken, LDZ Offtake Total",1.925944157
2020-11-25,"NTS Energy Offtaken, Powerstations Total",0.817773679
2020-11-24,"NTS Energy Offtaken, Industrial Offtake Total",0.111746773
2020-11-24,"NTS Energy Offtaken, LDZ Offtake Total",1.81471933
2020-11-24,"NTS Energy Offtaken, Powerstations Total",0.468955919
2020-11-23,"NTS Energy Offtaken, Industrial Offtake Total",0.116653612
2020-11-23,"NTS Energy Offtaken, LDZ Offtake Total",2.107449086
2020-11-23,"NTS Energy Offtaken, Powerstations Total",0.560343513
2020-11-22,"NTS Energy Offtaken, Industrial Offtake Total",0.114938089
2020-11-22,"NTS Energy Offtaken, LDZ Offtake Total",1.805810681
2020-11-22,"NTS Energy Offtaken, Powerstations Total",0.435970262
2020-11-21,"NTS Energy Offtaken, Industrial Offtake Total",0.109394367
2020-11-21,"NTS Energy Offtaken, LDZ Offtake Total",1.691363251
2020-11-21,"NTS Energy Offtaken, Powerstations Total",0.303742354
2020-11-20,"NTS Energy Offtaken, Industrial Offtake Total",0.1121547
2020-11-20,"NTS Energy Offtaken, LDZ Offtake Total",2.128078464
2020-11-20,"NTS Energy Offtaken, Powerstations Total",0.50976731
2020-11-19,"NTS Energy Offtaken, Industrial Offtake Total",0.122590388
2020-11-19,"NTS Energy Offtaken, LDZ Offtake Total",2.061972315
2020-11-19,"NTS Energy Offtaken, Powerstations Total",0.602735467
2020-11-18,"NTS Energy Offtaken, Industrial Offtake Total",0.106014648
2020-11-18,"NTS Energy Offtaken, LDZ Offtake Total",1.627259311
2020-11-18,"NTS Energy Offtaken, Powerstations Total",0.301433723
2020-11-17,"NTS Energy Offtaken, Industrial Offtake Total",0.110870539
2020-11-17,"NTS Energy Offtaken, LDZ Offtake Total",1.525485714
2020-11-17,"NTS Energy Offtaken, Powerstations Total",0.325113598
2020-11-16,"NTS Energy Offtaken, Industrial Offtake Total",0.107724277
2020-11-16,"NTS Energy Offtaken, LDZ Offtake Total",1.80538196
2020-11-16,"NTS Energy Offtaken, Powerstations Total",0.3747913
2020-11-15,"NTS Energy Offtaken, Industrial Offtake Total",0.106063568
2020-11-15,"NTS Energy Offtaken, LDZ Offtake Total",1.569083976
2020-11-15,"NTS Energy Offtaken, Powerstations Total",0.287801487
2020-11-14,"NTS Energy Offtaken, Industrial Offtake Total",0.102224784
2020-11-14,"NTS Energy Offtaken, LDZ Offtake Total",1.524489946
2020-11-14,"NTS Energy Offtaken, Powerstations Total",0.291016868
2020-11-13,"NTS Energy Offtaken, Industrial Offtake Total",0.104760074
2020-11-13,"NTS Energy Offtaken, LDZ Offtake Total",1.62422549
2020-11-13,"NTS Energy Offtaken, Powerstations Total",0.430750574
2020-11-12,"NTS Energy Offtaken, Industrial Offtake Total",0.108549567
2020-11-12,"NTS Energy Offtaken, LDZ Offtake Total",1.598266165
2020-11-12,"NTS Energy Offtaken, Powerstations Total",0.416008316
2020-11-11,"NTS Energy Offtaken, Industrial Offtake Total",0.1049127
2020-11-11,"NTS Energy Offtaken, LDZ Offtake Total",1.597145026
2020-11-11,"NTS Energy Offtaken, Powerstations Total",0.425558204
2020-11-10,"NTS Energy Offtaken, Industrial Offtake Total",0.120947628
2020-11-10,"NTS Energy Offtaken, LDZ Offtake Total",1.435916453
2020-11-10,"NTS Energy Offtaken, Powerstations Total",0.686193269
2020-11-09,"NTS Energy Offtaken, Industrial Offtake Total",0.12280593
2020-11-09,"NTS Energy Offtaken, LDZ Offtake Total",1.482162954
2020-11-09,"NTS Energy Offtaken, Powerstations Total",0.751042196
2020-11-08,"NTS Energy Offtaken, Industrial Offtake Total",0.119991617
2020-11-08,"NTS Energy Offtaken, LDZ Offtake Total",1.544785734
2020-11-08,"NTS Energy Offtaken, Powerstations Total",0.556049023
2020-11-07,"NTS Energy Offtaken, Industrial Offtake Total",0.120528184
2020-11-07,"NTS Energy Offtaken, LDZ Offtake Total",1.721803308
2020-11-07,"NTS Energy Offtaken, Powerstations Total",0.610396408
2020-11-06,"NTS Energy Offtaken, Industrial Offtake Total",0.119622608
2020-11-06,"NTS Energy Offtaken, LDZ Offtake Total",1.925592165
2020-11-06,"NTS Energy Offtaken, Powerstations Total",0.670543192
2020-11-05,"NTS Energy Offtaken, Industrial Offtake Total",0.120903013
2020-11-05,"NTS Energy Offtaken, LDZ Offtake Total",2.005509194
2020-11-05,"NTS Energy Offtaken, Powerstations Total",0.757260671
2020-11-04,"NTS Energy Offtaken, Industrial Offtake Total",0.115088306
2020-11-04,"NTS Energy Offtaken, LDZ Offtake Total",2.033289069
2020-11-04,"NTS Energy Offtaken, Powerstations Total",0.770664118
2020-11-03,"NTS Energy Offtaken, Industrial Offtake Total",0.112787029
2020-11-03,"NTS Energy Offtaken, LDZ Offtake Total",1.935857898
2020-11-03,"NTS Energy Offtaken, Powerstations Total",0.6009156
2020-11-02,"NTS Energy Offtaken, Industrial Offtake Total",0.106527255
2020-11-02,"NTS Energy Offtaken, LDZ Offtake Total",1.48421804
2020-11-02,"NTS Energy Offtaken, Powerstations Total",0.399953502
2020-11-01,"NTS Energy Offtaken, Industrial Offtake Total",0.08968881
2020-11-01,"NTS Energy Offtaken, LDZ Offtake Total",1.373174995
2020-11-01,"NTS Energy Offtaken, Powerstations Total",0.279333214
2020-10-31,"NTS Energy Offtaken, Industrial Offtake Total",0.094580837
2020-10-31,"NTS Energy Offtaken, LDZ Offtake Total",1.349700466
2020-10-31,"NTS Energy Offtaken, Powerstations Total",0.292661088
2020-10-30,"NTS Energy Offtaken, Industrial Offtake Total",0.104631724
2020-10-30,"NTS Energy Offtaken, LDZ Offtake Total",1.361520131
2020-10-30,"NTS Energy Offtaken, Powerstations Total",0.551138434
2020-10-29,"NTS Energy Offtaken, Industrial Offtake Total",0.187606314
2020-10-29,"NTS Energy Offtaken, LDZ Offtake Total",1.733004808
2020-10-29,"NTS Energy Offtaken, Powerstations Total",0.402409511
2020-10-28,"NTS Energy Offtaken, Industrial Offtake Total",0.196051417
2020-10-28,"NTS Energy Offtaken, LDZ Offtake Total",1.831788218
2020-10-28,"NTS Energy Offtaken, Powerstations Total",0.387949995
2020-10-27,"NTS Energy Offtaken, Industrial Offtake Total",0.210006984
2020-10-27,"NTS Energy Offtaken, LDZ Offtake Total",1.749751152
2020-10-27,"NTS Energy Offtaken, Powerstations Total",0.432939641
2020-10-26,"NTS Energy Offtaken, Industrial Offtake Total",0.219162568
2020-10-26,"NTS Energy Offtaken, LDZ Offtake Total",1.69682366
2020-10-26,"NTS Energy Offtaken, Powerstations Total",0.399180909
2020-10-25,"NTS Energy Offtaken, Industrial Offtake Total",0.211242859
2020-10-25,"NTS Energy Offtaken, LDZ Offtake Total",1.513073622
2020-10-25,"NTS Energy Offtaken, Powerstations Total",0.33364416
2020-10-24,"NTS Energy Offtaken, Industrial Offtake Total",0.223724293
2020-10-24,"NTS Energy Offtaken, LDZ Offtake Total",1.526121761
2020-10-24,"NTS Energy Offtaken, Powerstations Total",0.317254591
2020-10-23,"NTS Energy Offtaken, Industrial Offtake Total",0.234026899
2020-10-23,"NTS Energy Offtaken, LDZ Offtake Total",1.467363535
2020-10-23,"NTS Energy Offtaken, Powerstations Total",0.516079057
2020-10-22,"NTS Energy Offtaken, Industrial Offtake Total",0.228763049
2020-10-22,"NTS Energy Offtaken, LDZ Offtake Total",1.337675349
2020-10-22,"NTS Energy Offtaken, Powerstations Total",0.533029343
2020-10-21,"NTS Energy Offtaken, Industrial Offtake Total",0.228266529
2020-10-21,"NTS Energy Offtaken, LDZ Offtake Total",1.215131381
2020-10-21,"NTS Energy Offtaken, Powerstations Total",0.53310812
2020-10-20,"NTS Energy Offtaken, Industrial Offtake Total",0.224366912
2020-10-20,"NTS Energy Offtaken, LDZ Offtake Total",1.270441871
2020-10-20,"NTS Energy Offtaken, Powerstations Total",0.368862631
2020-10-19,"NTS Energy Offtaken, Industrial Offtake Total",0.220350874
2020-10-19,"NTS Energy Offtaken, LDZ Offtake Total",1.49294151
2020-10-19,"NTS Energy Offtaken, Powerstations Total",0.456326229
2020-10-18,"NTS Energy Offtaken, Industrial Offtake Total",0.233826729
2020-10-18,"NTS Energy Offtaken, LDZ Offtake Total",1.514578673
2020-10-18,"NTS Energy Offtaken, Powerstations Total",0.69400067
2020-10-17,"NTS Energy Offtaken, Industrial Offtake Total",0.227635041
2020-10-17,"NTS Energy Offtaken, LDZ Offtake Total",1.494690182
2020-10-17,"NTS Energy Offtaken, Powerstations Total",0.688907858
2020-10-16,"NTS Energy Offtaken, Industrial Offtake Total",0.219558053
2020-10-16,"NTS Energy Offtaken, LDZ Offtake Total",1.640000379
2020-10-16,"NTS Energy Offtaken, Powerstations Total",0.807315071
2020-10-15,"NTS Energy Offtaken, Industrial Offtake Total",0.224145371
2020-10-15,"NTS Energy Offtaken, LDZ Offtake Total",1.631018838
2020-10-15,"NTS Energy Offtaken, Powerstations Total",0.795268356
2020-10-14,"NTS Energy Offtaken, Industrial Offtake Total",0.196867679
2020-10-14,"NTS Energy Offtaken, LDZ Offtake Total",1.543153175
2020-10-14,"NTS Energy Offtaken, Powerstations Total",0.6685546
2020-10-13,"NTS Energy Offtaken, Industrial Offtake Total",0.164588353
2020-10-13,"NTS Energy Offtaken, LDZ Offtake Total",1.64040387
2020-10-13,"NTS Energy Offtaken, Powerstations Total",0.560898749
2020-10-12,"NTS Energy Offtaken, Industrial Offtake Total",0.147529305
2020-10-12,"NTS Energy Offtaken, LDZ Offtake Total",1.607183169
2020-10-12,"NTS Energy Offtaken, Powerstations Total",0.669609331
2020-10-11,"NTS Energy Offtaken, Industrial Offtake Total",0.114274326
2020-10-11,"NTS Energy Offtaken, LDZ Offtake Total",1.37119907
2020-10-11,"NTS Energy Offtaken, Powerstations Total",0.528603171
2020-10-10,"NTS Energy Offtaken, Industrial Offtake Total",0.108194424
2020-10-10,"NTS Energy Offtaken, LDZ Offtake Total",1.519114612
2020-10-10,"NTS Energy Offtaken, Powerstations Total",0.335194393
2020-10-09,"NTS Energy Offtaken, Industrial Offtake Total",0.16119591
2020-10-09,"NTS Energy Offtaken, LDZ Offtake Total",1.481085977
2020-10-09,"NTS Energy Offtaken, Powerstations Total",0.451385254
2020-10-08,"NTS Energy Offtaken, Industrial Offtake Total",0.154089926
2020-10-08,"NTS Energy Offtaken, LDZ Offtake Total",1.252365689
2020-10-08,"NTS Energy Offtaken, Powerstations Total",0.610047293
2020-10-07,"NTS Energy Offtaken, Industrial Offtake Total",0.115349542
2020-10-07,"NTS Energy Offtaken, LDZ Offtake Total",1.275004138
2020-10-07,"NTS Energy Offtaken, Powerstations Total",0.503486127
2020-10-06,"NTS Energy Offtaken, Industrial Offtake Total",0.184805929
2020-10-06,"NTS Energy Offtaken, LDZ Offtake Total",1.24927644
2020-10-06,"NTS Energy Offtaken, Powerstations Total",0.48251608
2020-10-05,"NTS Energy Offtaken, Industrial Offtake Total",0.220531767
2020-10-05,"NTS Energy Offtaken, LDZ Offtake Total",1.258739301
2020-10-05,"NTS Energy Offtaken, Powerstations Total",0.60644485
2020-10-04,"NTS Energy Offtaken, Industrial Offtake Total",0.173902569
2020-10-04,"NTS Energy Offtaken, LDZ Offtake Total",1.271485494
2020-10-04,"NTS Energy Offtaken, Powerstations Total",0.429846958
2020-10-03,"NTS Energy Offtaken, Industrial Offtake Total",0.17274934
2020-10-03,"NTS Energy Offtaken, LDZ Offtake Total",1.209364324
2020-10-03,"NTS Energy Offtaken, Powerstations Total",0.409359928
2020-10-02,"NTS Energy Offtaken, Industrial Offtake Total",0.152572839
2020-10-02,"NTS Energy Offtaken, LDZ Offtake Total",1.337093948
2020-10-02,"NTS Energy Offtaken, Powerstations Total",0.494180139
2020-10-01,"NTS Energy Offtaken, Industrial Offtake Total",0.126433404
2020-10-01,"NTS Energy Offtaken, LDZ Offtake Total",1.155289296
2020-10-01,"NTS Energy Offtaken, Powerstations Total",0.718884749
2020-09-30,"NTS Energy Offtaken, Industrial Offtake Total",0.123926686
2020-09-30,"NTS Energy Offtaken, LDZ Offtake Total",1.202698455
2020-09-30,"NTS Energy Offtaken, Powerstations Total",0.624703565
2020-09-29,"NTS Energy Offtaken, Industrial Offtake Total",0.134032766
2020-09-29,"NTS Energy Offtaken, LDZ Offtake Total",1.038167838
2020-09-29,"NTS Energy Offtaken, Powerstations Total",0.706418717
2020-09-28,"NTS Energy Offtaken, Industrial Offtake Total",0.134566451
2020-09-28,"NTS Energy Offtaken, LDZ Offtake Total",1.230616835
2020-09-28,"NTS Energy Offtaken, Powerstations Total",0.787232122
2020-09-27,"NTS Energy Offtaken, Industrial Offtake Total",0.123226676
2020-09-27,"NTS Energy Offtaken, LDZ Offtake Total",1.209649023
2020-09-27,"NTS Energy Offtaken, Powerstations Total",0.434766414
2020-09-26,"NTS Energy Offtaken, Industrial Offtake Total",0.101714405
2020-09-26,"NTS Energy Offtaken, LDZ Offtake Total",1.297245645
2020-09-26,"NTS Energy Offtaken, Powerstations Total",0.276706853
2020-09-25,"NTS Energy Offtaken, Industrial Offtake Total",0.106339076
2020-09-25,"NTS Energy Offtaken, LDZ Offtake Total",1.257966203
2020-09-25,"NTS Energy Offtaken, Powerstations Total",0.336275819
2020-09-24,"NTS Energy Offtaken, Industrial Offtake Total",0.119822287
2020-09-24,"NTS Energy Offtaken, LDZ Offtake Total",1.089522759
2020-09-24,"NTS Energy Offtaken, Powerstations Total",0.579817232
2020-09-23,"NTS Energy Offtaken, Industrial Offtake Total",0.11484325
2020-09-23,"NTS Energy Offtaken, LDZ Offtake Total",0.843554753
2020-09-23,"NTS Energy Offtaken, Powerstations Total",0.711935512
2020-09-22,"NTS Energy Offtaken, Industrial Offtake Total",0.112929217
2020-09-22,"NTS Energy Offtaken, LDZ Offtake Total",0.718717683
2020-09-22,"NTS Energy Offtaken, Powerstations Total",0.623448199
2020-09-21,"NTS Energy Offtaken, Industrial Offtake Total",0.12741791
2020-09-21,"NTS Energy Offtaken, LDZ Offtake Total",0.708445319
2020-09-21,"NTS Energy Offtaken, Powerstations Total",0.796657192
2020-09-20,"NTS Energy Offtaken, Industrial Offtake Total",0.118090752
2020-09-20,"NTS Energy Offtaken, LDZ Offtake Total",0.672012223
2020-09-20,"NTS Energy Offtaken, Powerstations Total",0.514814059
2020-09-19,"NTS Energy Offtaken, Industrial Offtake Total",0.108866404
2020-09-19,"NTS Energy Offtaken, LDZ Offtake Total",0.65794807
2020-09-19,"NTS Energy Offtaken, Powerstations Total",0.299502522
2020-09-18,"NTS Energy Offtaken, Industrial Offtake Total",0.116347771
2020-09-18,"NTS Energy Offtaken, LDZ Offtake Total",0.707661667
2020-09-18,"NTS Energy Offtaken, Powerstations Total",0.496289616
2020-09-17,"NTS Energy Offtaken, Industrial Offtake Total",0.133881438
2020-09-17,"NTS Energy Offtaken, LDZ Offtake Total",0.690630822
2020-09-17,"NTS Energy Offtaken, Powerstations Total",0.665950193
2020-09-16,"NTS Energy Offtaken, Industrial Offtake Total",0.135702813
2020-09-16,"NTS Energy Offtaken, LDZ Offtake Total",0.664174343
2020-09-16,"NTS Energy Offtaken, Powerstations Total",0.689863962
2020-09-15,"NTS Energy Offtaken, Industrial Offtake Total",0.137052058
2020-09-15,"NTS Energy Offtaken, LDZ Offtake Total",0.649740119
2020-09-15,"NTS Energy Offtaken, Powerstations Total",0.820431248
2020-09-14,"NTS Energy Offtaken, Industrial Offtake Total",0.131997611
2020-09-14,"NTS Energy Offtaken, LDZ Offtake Total",0.644035408
2020-09-14,"NTS Energy Offtaken, Powerstations Total",0.790881373
2020-09-13,"NTS Energy Offtaken, Industrial Offtake Total",0.106572362
2020-09-13,"NTS Energy Offtaken, LDZ Offtake Total",0.617755272
2020-09-13,"NTS Energy Offtaken, Powerstations Total",0.26776397
2020-09-12,"NTS Energy Offtaken, Industrial Offtake Total",0.104280429
2020-09-12,"NTS Energy Offtaken, LDZ Offtake Total",0.685378253
2020-09-12,"NTS Energy Offtaken, Powerstations Total",0.250618459
2020-09-11,"NTS Energy Offtaken, Industrial Offtake Total",0.123391516
2020-09-11,"NTS Energy Offtaken, LDZ Offtake Total",0.801491923
2020-09-11,"NTS Energy Offtaken, Powerstations Total",0.501914441
2020-09-10,"NTS Energy Offtaken, Industrial Offtake Total",0.136806987
2020-09-10,"NTS Energy Offtaken, LDZ Offtake Total",0.826642623
2020-09-10,"NTS Energy Offtaken, Powerstations Total",0.758514658
2020-09-09,"NTS Energy Offtaken, Industrial Offtake Total",0.130831408
2020-09-09,"NTS Energy Offtaken, LDZ Offtake Total",0.689342305
2020-09-09,"NTS Energy Offtaken, Powerstations Total",0.65717788
2020-09-08,"NTS Energy Offtaken, Industrial Offtake Total",0.122753486
2020-09-08,"NTS Energy Offtaken, LDZ Offtake Total",0.683176795
2020-09-08,"NTS Energy Offtaken, Powerstations Total",0.603290239
2020-09-07,"NTS Energy Offtaken, Industrial Offtake Total",0.12535191
2020-09-07,"NTS Energy Offtaken, LDZ Offtake Total",0.802942271
2020-09-07,"NTS Energy Offtaken, Powerstations Total",0.531080291
2020-09-06,"NTS Energy Offtaken, Industrial Offtake Total",0.123432798
2020-09-06,"NTS Energy Offtaken, LDZ Offtake Total",0.722829683
2020-09-06,"NTS Energy Offtaken, Powerstations Total",0.623544383
2020-09-05,"NTS Energy Offtaken, Industrial Offtake Total",0.114896207
2020-09-05,"NTS Energy Offtaken, LDZ Offtake Total",0.746315859
2020-09-05,"NTS Energy Offtaken, Powerstations Total",0.375447573
2020-09-04,"NTS Energy Offtaken, Industrial Offtake Total",0.1185591
2020-09-04,"NTS Energy Offtaken, LDZ Offtake Total",0.757747494
2020-09-04,"NTS Energy Offtaken, Powerstations Total",0.42721272
2020-09-03,"NTS Energy Offtaken, Industrial Offtake Total",0.118899982
2020-09-03,"NTS Energy Offtaken, LDZ Offtake Total",0.71437118
2020-09-03,"NTS Energy Offtaken, Powerstations Total",0.464630391
2020-09-02,"NTS Energy Offtaken, Industrial Offtake Total",0.125176035
2020-09-02,"NTS Energy Offtaken, LDZ Offtake Total",0.814879623
2020-09-02,"NTS Energy Offtaken, Powerstations Total",0.536642066
2020-09-01,"NTS Energy Offtaken, Industrial Offtake Total",0.132651075
2020-09-01,"NTS Energy Offtaken, LDZ Offtake Total",0.793952883
2020-09-01,"NTS Energy Offtaken, Powerstations Total",0.70953002
2020-08-31,"NTS Energy Offtaken, Industrial Offtake Total",0.131698921
2020-08-31,"NTS Energy Offtaken, LDZ Offtake Total",0.795245472
2020-08-31,"NTS Energy Offtaken, Powerstations Total",0.734830413
2020-08-30,"NTS Energy Offtaken, Industrial Offtake Total",0.122592167
2020-08-30,"NTS Energy Offtaken, LDZ Offtake Total",0.801493219
2020-08-30,"NTS Energy Offtaken, Powerstations Total",0.512628955
2020-08-29,"NTS Energy Offtaken, Industrial Offtake Total",0.117335336
2020-08-29,"NTS Energy Offtaken, LDZ Offtake Total",0.857450737
2020-08-29,"NTS Energy Offtaken, Powerstations Total",0.314559298
2020-08-28,"NTS Energy Offtaken, Industrial Offtake Total",0.119817603
2020-08-28,"NTS Energy Offtaken, LDZ Offtake Total",0.791745833
2020-08-28,"NTS Energy Offtaken, Powerstations Total",0.490997279
2020-08-27,"NTS Energy Offtaken, Industrial Offtake Total",0.133485362
